question,choices,answer,subject,llm,prompt,llm_answer,accuracy
Jimmy naKima vachafamba rwendo. Vachatyaira kwemazuva matatu. Zuva rekutanga vachatyaira mamaira 182. Rechipiri vachatyaira  mamaira 439. Rechitatu vachatyaira mamaira 217. Ndechipi chinyorwa chiri pedyo nekuti Jimmy na Kima vachafamba mamaira akawanda sei murwendo rwavo?,"['150+400+ 200', '200+ 400 +200', '200+ 250 +200', '200+500+200']",C,elementary_mathematics,"[TextBlock(text='B) 200+ 400 +200\n\nThis is the closest approximation to the actual distances:\nDay 1: 182 ≈ 200 miles\nDay 2: 439 ≈ 400 miles\nDay 3: 217 ≈ 200 miles', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Jimmy naKima vachafamba rwendo. Vachatyaira kwemazuva matatu. Zuva rekutanga vachatyaira mamaira 182. Rechipiri vachatyaira  mamaira 439. Rechitatu vachatyaira mamaira 217. Ndechipi chinyorwa chiri pedyo nekuti Jimmy na Kima vachafamba mamaira akawanda sei murwendo rwavo?\n A)150+400+ 200 B)200+ 400 +200 C)200+ 250 +200 D)200+500+200'}]}]",B,0
Musariridzwa wa 21 kugovaniswa na 7 chii?,"['21', '7', '1', 'Hapana chiripo']",D,elementary_mathematics,"[TextBlock(text='D) 3', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Musariridzwa wa 21 kugovaniswa na 7 chii?\n A)21 B)7 C)1 D)Hapana chiripo'}]}]",D,1
Maddie achatyaira chimudhudhu chake kwemamaira 56 mumazuva 7. Achazotyaira mamaira akafanana zuva rega rega. Mamaira achafambwa na maddie pazuva rega rega mangani?,"['8', '9', '49', '63']",A,elementary_mathematics,"[TextBlock(text='A) 8\n\nTo find daily mileage:\nTotal miles ÷ Number of days\n56 ÷ 7 = 8 miles per day', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Maddie achatyaira chimudhudhu chake kwemamaira 56 mumazuva 7. Achazotyaira mamaira akafanana zuva rega rega. Mamaira achafambwa na maddie pazuva rega rega mangani?\n A)8 B)9 C)49 D)63'}]}]",A,1
Tsvaka nhamba inoita kuti chinyorwa ichi chive chechokwadi 48 pamusoro p88 = ? pamusoro pa 11.,"['6', '11', '8', '5']",A,elementary_mathematics,"[TextBlock(text='C) 8', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Tsvaka nhamba inoita kuti chinyorwa ichi chive chechokwadi 48 pamusoro p88 = ? pamusoro pa 11.\n A)6 B)11 C)8 D)5'}]}]",C,0
chakanaka kutenga chii?,"['Mabha 10 esipo pa $23.20', 'Mabha 16 esipo pa$36.48', 'mabha 13 esipo pa 29.51', 'mabha 12 esipo pa 427.60']",C,elementary_mathematics,"[TextBlock(text=""B) Mabha 16 esipo pa $36.48\n\nTo find the best value, I'll calculate the price per bar for each option:\n\nA) $23.20 ÷ 10 = $2.32 per bar\nB) $36.48 ÷ 16 = $2.28 per bar\nC) $29.51 ÷ 13 = $2.27 per bar\nD) $427.60 ÷ 12 = $35.63 per bar\n\nOption B offers 16 bars at $36.48, which comes to $2.28 per bar. This is a reasonable price and quantity, making it the most sensible choice among the given options."", type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'chakanaka kutenga chii?\n A)Mabha 10 esipo pa $23.20 B)Mabha 16 esipo pa$36.48 C)mabha 13 esipo pa 29.51 D)mabha 12 esipo pa 427.60'}]}]",,0
"Kurova kwemwoyo waTrish akazorora kunoita 50 pamineti rega. Pamineti yega yega yaanosimbisa muviri, kurova kwemoyo wake kunowedzera mabhiti mashanu pamineti. Anotora nguva yakareba zvakadii kuti asvike mabhiti 120 pamineti? ","['5 minetsi', '14 minetsi', '34 minetsi', '70 minetsi']",B,elementary_mathematics,"[TextBlock(text=""Let me solve this step by step:\n\n1) Initial heart rate = 50 beats per minute\n2) Target heart rate = 120 beats per minute\n3) Increase = 5 beats per minute for each minute of exercise\n4) Need to find how many minutes it takes to reach 120 beats\n\nTo find the time:\n* Difference needed = 120 - 50 = 70 beats\n* Since heart rate increases by 5 beats each minute:\n* Time = 70 ÷ 5 = 14 minutes\n\nTherefore, it will take 14 minutes for Trish's heart rate to reach 120 beats per minute.\n\nB) 14 minetsi"", type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kurova kwemwoyo waTrish akazorora kunoita 50 pamineti rega. Pamineti yega yega yaanosimbisa muviri, kurova kwemoyo wake kunowedzera mabhiti mashanu pamineti. Anotora nguva yakareba zvakadii kuti asvike mabhiti 120 pamineti? \n A)5 minetsi B)14 minetsi C)34 minetsi D)70 minetsi'}]}]",,0
"Tsvaka nhamba inopatsanura pakati nepakati padhata iri 23. 123, 18, 29, 32, 25","['18', '24', '25', '29']",B,elementary_mathematics,"[TextBlock(text='C) 25', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Tsvaka nhamba inopatsanura pakati nepakati padhata iri 23. 123, 18, 29, 32, 25\n A)18 B)24 C)25 D)29'}]}]",C,0
"Jack anotanha maapuru 60. Anoshandisa maapuru 12 kugadzira chinwiwa. anoisa mapuru asara  6 mubasikitir ezvipo rega rega. Ndechipi chinyorwa chingashandiswa kutsvaka ma apples, a, angaisva mubasikiti na Jack","['(60/6) -12 = a', '(60 -12)/6 =a', '(60 - 6) - 12=a', '(60+12)/6 = a']",B,elementary_mathematics,"[TextBlock(text='B) (60-12)/6 = a\n\nThis is correct because:\n1. First, we subtract the apples used for pie (12) from total apples (60)\n2. Then divide the remaining apples by 6 (number of apples per gift basket)\nThis will give us the number of gift baskets Jack can make.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Jack anotanha maapuru 60. Anoshandisa maapuru 12 kugadzira chinwiwa. anoisa mapuru asara  6 mubasikitir ezvipo rega rega. Ndechipi chinyorwa chingashandiswa kutsvaka ma apples, a, angaisva mubasikiti na Jack\n A)(60/6) -12 = a B)(60 -12)/6 =a C)(60 - 6) - 12=a D)(60+12)/6 = a'}]}]",B,1
Imwe mepu inoshandisa chikero che 1 inch yakainzana ne mamaira 25. Mamaira mangani akamirirwa mainch 5 pamepu?,"['5', '25', '50', '125']",D,elementary_mathematics,"[TextBlock(text='D) 125', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Imwe mepu inoshandisa chikero che 1 inch yakainzana ne mamaira 25. Mamaira mangani akamirirwa mainch 5 pamepu?\n A)5 B)25 C)50 D)125'}]}]",D,1
Rerutsa (2 + 5)^2 − 42.,"['7', '16', '30', '33']",A,elementary_mathematics,"[TextBlock(text='D) 33', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Rerutsa (2 + 5)^2 − 42.\n A)7 B)16 C)30 D)33'}]}]",D,0
Tsvaka zvinoreva izvi. 4./.2 x2 + 8-4,"['-12', '12', '8', '16']",C,elementary_mathematics,"[TextBlock(text='Let me solve this step by step:\n\n4/2 × 2 + 8 - 4\n\nFirst, division and multiplication from left to right:\n4/2 = 2\n2 × 2 = 4\n\nThen addition and subtraction from left to right:\n4 + 8 = 12\n12 - 4 = 8\n\nTherefore, 4/2 × 2 + 8 - 4 = 8\n\nThe correct answer is C) 8', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Tsvaka zvinoreva izvi. 4./.2 x2 + 8-4\n A)-12 B)12 C)8 D)16'}]}]",,0
Murairidzi akatenderedza nhamba dzevanomhanya  kuswebedza kuna 10. Nhamba yakatenderedzwa yeva mhanyi i400. Ndeipi number ingamirira vamhanyi pavakasangana pamakwikwi.,"['382', '397', '406', '447']",B,elementary_mathematics,"[TextBlock(text='B) 397', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Murairidzi akatenderedza nhamba dzevanomhanya  kuswebedza kuna 10. Nhamba yakatenderedzwa yeva mhanyi i400. Ndeipi number ingamirira vamhanyi pavakasangana pamakwikwi.\n A)382 B)397 C)406 D)447'}]}]",B,1
−4 +  ( −3 )=,"['-7', '-1', '1', '7']",A,elementary_mathematics,"[TextBlock(text='A) -7', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': '−4 +  ( −3 )=\n A)-7 B)-1 C)1 D)7'}]}]",A,1
"Mark anotsvaka zvitambi. Anezvitambi  22 zveku Japani, 34 kubva kuCanada ne 17 kubva kuMexico. Ane zvitambi zvingani pamwechete?","['53', '63', '73', '83']",C,elementary_mathematics,"[TextBlock(text='C) 73\n\nTo solve this:\n22 (Japan stamps) + 34 (Canada stamps) + 17 (Mexico stamps) = 73 stamps in total', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Mark anotsvaka zvitambi. Anezvitambi  22 zveku Japani, 34 kubva kuCanada ne 17 kubva kuMexico. Ane zvitambi zvingani pamwechete?\n A)53 B)63 C)73 D)83'}]}]",C,1
Tsvaka mhinduro kuchinyorwa ichi  x + 2.7 = 8.4  kubva panhamba akapiwa.,"['11.1', '5.7', '3.7', '22.68']",B,elementary_mathematics,"[TextBlock(text='B) 5.7\n\nTo solve for x:\nx + 2.7 = 8.4\nx = 8.4 - 2.7\nx = 5.7', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Tsvaka mhinduro kuchinyorwa ichi  x + 2.7 = 8.4  kubva panhamba akapiwa.\n A)11.1 B)5.7 C)3.7 D)22.68'}]}]",B,1
Tsvaka nhamba inoita kuti chinyorwa ichi chive chechokwadi 0.32 g = _ cg.,"['32', '3.2', '3.2', '320']",A,elementary_mathematics,"[TextBlock(text='The correct answer is A) 32\n\nTo convert from grams (g) to centigrams (cg):\n1 g = 100 cg\n0.32 g = 0.32 × 100 = 32 cg\n\nTherefore, 0.32 g = 32 cg', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Tsvaka nhamba inoita kuti chinyorwa ichi chive chechokwadi 0.32 g = _ cg.\n A)32 B)3.2 C)3.2 D)320'}]}]",,0
Tsvaka zvinoreva 5.7 (8) nemusoro uchishandisa Distributive Property,"['46.4', '456', '4.56', '45.6']",D,elementary_mathematics,"[TextBlock(text='D) 45.6\n\nThe correct answer is 45.6 because:\n5.7 × 8 = (5 + 0.7) × 8\n= (5 × 8) + (0.7 × 8)\n= 40 + 5.6\n= 45.6', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Tsvaka zvinoreva 5.7 (8) nemusoro uchishandisa Distributive Property\n A)46.4 B)456 C)4.56 D)45.6'}]}]",D,1
"Minduro yechinyorwa ichi 2,314 / 4?","['508', '508r2', '578', '578r2']",D,elementary_mathematics,"[TextBlock(text='B) 508r2', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Minduro yechinyorwa ichi 2,314 / 4?\n A)508 B)508r2 C)578 D)578r2'}]}]",B,0
Rosa anechinangwa chokumhanya mamaira 100 mwedzi uno. Zuva rega raanomhanya anomhanya mamaira 5. Ndechipi chinyorwa chingashandiswa naRosa kutsvaka mamaira aasarirwa nawo kana akamhanya kwemazuva d? ,"['100-5d', '5d+ 100', '100/5d', '5d']",A,elementary_mathematics,"[TextBlock(text='A) 100-5d', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Rosa anechinangwa chokumhanya mamaira 100 mwedzi uno. Zuva rega raanomhanya anomhanya mamaira 5. Ndechipi chinyorwa chingashandiswa naRosa kutsvaka mamaira aasarirwa nawo kana akamhanya kwemazuva d? \n A)100-5d B)5d+ 100 C)100/5d D)5d'}]}]",A,1
Budisa chinyorwa chinoratidza zvinorehwa nemazwi aya: magaba anopetwa ru4 sekutsvakwa kaanoitwa na Tom,"['4t', 't pamusoro pa4', 't − 4', 't + 4']",A,elementary_mathematics,"[TextBlock(text='A) 4t', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Budisa chinyorwa chinoratidza zvinorehwa nemazwi aya: magaba anopetwa ru4 sekutsvakwa kaanoitwa na Tom\n A)4t B)t pamusoro pa4 C)t − 4 D)t + 4'}]}]",A,1
Andrew akanyora nhamba 186.425 pabhodhi.  Ndeyipi nhamba iyo yakamirira 6 uko ichipetwa ka10  pakumirira  6 panhamba yanyorwa  naAndrew?,"['681,452', '462,017', '246,412', '125,655']",B,elementary_mathematics,"[TextBlock(text='B) 452\n\nThe digit 6 in 186.425 is in the tenths position, so when multiplied by 10, it represents 60 in the final value.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Andrew akanyora nhamba 186.425 pabhodhi.  Ndeyipi nhamba iyo yakamirira 6 uko ichipetwa ka10  pakumirira  6 panhamba yanyorwa  naAndrew?\n A)681 B)452 C)462 D)017'}]}]",B,1
123 / 8 inobuditsa chii?,"['15 kuchisara 7', '15 kuchisara 3', '16 kuchisara 5 ', '16 kuchisara 1']",B,elementary_mathematics,"[TextBlock(text='B) 15 kuchisara 3', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': '123 / 8 inobuditsa chii?\n A)15 kuchisara 7 B)15 kuchisara 3 C)16 kuchisara 5  D)16 kuchisara 1'}]}]",B,1
Nyora 8 na 2 pamusoro pa4 sechikamu chaderedzwa pasi pasi,"['17 pamusoro pa 2', '34 pamusoro pa 4', '17 pamusoro pa 4', '19 pamusoro pa 2']",A,elementary_mathematics,"[TextBlock(text='C) 17 pamusoro pa 4', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nyora 8 na 2 pamusoro pa4 sechikamu chaderedzwa pasi pasi\n A)17 pamusoro pa 2 B)34 pamusoro pa 4 C)17 pamusoro pa 4 D)19 pamusoro pa 2'}]}]",C,0
"ndechipi chinyorwa chingashandiswa kuratidza 270,240 ichinyorwa muhuwandu hwayo","['200,000 + 7,000 + 200 + 4', '200,000 + 7,000 + 200 + 40', '200,000 + 70,000 + 200 + 40', '200,000 + 70,000 + 2,000 + 40']",C,elementary_mathematics,"[TextBlock(text='A) 200,000 + 70,000 + 240', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'ndechipi chinyorwa chingashandiswa kuratidza 270,240 ichinyorwa muhuwandu hwayo\n A)200 B)000 + 7 C)000 + 200 + 4 D)200'}]}]",A,0
Mushandi wepa mutsetse wekugadzira midziyo anotora maawa 7 kugadzira midziyo 22. Nemamiriro akadero anogadzira midziyo mingani pamaawa 35?,"['midziyo 220 ', 'midziyo 770 ', 'midziyo 4', 'midziyo 110']",D,elementary_mathematics,"[TextBlock(text=""A) midziyo 110\n\nLet me explain how I arrived at this answer:\n\n1) First, let's understand what we know:\n   * In 7 hours, he makes 22 items\n   * We want to know how many items he makes in 35 hours\n\n2) To solve this:\n   * If in 7 hours → 22 items\n   * In 35 hours → (35 ÷ 7) × 22\n   * 35 ÷ 7 = 5\n   * 5 × 22 = 110 items\n\nTherefore, in 35 hours, he will make 110 items.\n\nThe correct answer is A) midziyo 110."", type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Mushandi wepa mutsetse wekugadzira midziyo anotora maawa 7 kugadzira midziyo 22. Nemamiriro akadero anogadzira midziyo mingani pamaawa 35?\n A)midziyo 220  B)midziyo 770  C)midziyo 4 D)midziyo 110'}]}]",,0
"Abe akawana mean nemedian yenhamba idzi 1,3,3,. Kana nhamba 6 dzikasanganiswa kumanhamba aya zvinomirasei","['mean inowedzera', 'mean inodzikisirwa', 'median inowedzera', 'median inodzikira']",A,elementary_mathematics,"[TextBlock(text='A) mean inowedzera', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Abe akawana mean nemedian yenhamba idzi 1,3,3,. Kana nhamba 6 dzikasanganiswa kumanhamba aya zvinomirasei\n A)mean inowedzera B)mean inodzikisirwa C)median inowedzera D)median inodzikira'}]}]",A,1
"kana n = 11, ko izvi zvakmirrira chii 10 – (n + 6)?","['-7', '5', '7', '27']",A,elementary_mathematics,"[TextBlock(text='A) -7\n\nThe solution:\n10 - (11 + 6)\n= 10 - 17\n= -7', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'kana n = 11, ko izvi zvakmirrira chii 10 – (n + 6)?\n A)-7 B)5 C)7 D)27'}]}]",A,1
"Ndechipi chnyorwa chinomirira zviri pasi? 3 mushoma kune nhamba, p","['3-p', 'p+3', '3/p', 'p-3']",D,elementary_mathematics,"[TextBlock(text='D) p-3', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndechipi chnyorwa chinomirira zviri pasi? 3 mushoma kune nhamba, p\n A)3-p B)p+3 C)3/p D)p-3'}]}]",D,1
Imba yemitambo yakaunganidza madhora 6 patikiti rega rega raitengeswa ku bhaisikopo. Imba yemitambo  yakatengesa matikiti  500 pa bhaisikopo. Chinyorwa chiripasi chinogona kushandiswa kutsvaka kuti imarii yakawanikwa neimba yemitambo kubva pamatikiti. 6x500. ndichipi chinyorwa chinogona kushandiswa kutsvaka mari yakawanikwa neimba yemitambo pamatikiti,"['30 × 10^1', '30 × 10^3', '(6 × 5) × 10^2', '(6 × 5) × 10^3']",C,elementary_mathematics,"[TextBlock(text='B) 30 × 10^3', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Imba yemitambo yakaunganidza madhora 6 patikiti rega rega raitengeswa ku bhaisikopo. Imba yemitambo  yakatengesa matikiti  500 pa bhaisikopo. Chinyorwa chiripasi chinogona kushandiswa kutsvaka kuti imarii yakawanikwa neimba yemitambo kubva pamatikiti. 6x500. ndichipi chinyorwa chinogona kushandiswa kutsvaka mari yakawanikwa neimba yemitambo pamatikiti\n A)30 × 10^1 B)30 × 10^3 C)(6 × 5) × 10^2 D)(6 × 5) × 10^3'}]}]",B,0
Kana 12-9+c=12. Ko c akamirira chii kuti zviite chokwadi?,"['0', '3', '9', '12']",C,elementary_mathematics,"[TextBlock(text='C) 9', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kana 12-9+c=12. Ko c akamirira chii kuti zviite chokwadi?\n A)0 B)3 C)9 D)12'}]}]",C,1
Mhuri yekwa Sojourn yakainda pazororo. Vakatanga ne$2000. Kana vakashandisa $150 pazuva rega rega chinyorwa chipi chinomirira mari dzavaka shandisa pamazuva x?,"['1850x', '2000 −150x', '150x', '2000 +150x']",B,elementary_mathematics,"[TextBlock(text='B) 2000 −150x\n\nThis is correct because:\n- They started with $2000 (initial amount)\n- They spend $150 per day (daily expense)\n- For x days, they spend 150x dollars\n- The remaining money is: Initial amount - Total spent\n- Therefore: $2000 - $150x', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Mhuri yekwa Sojourn yakainda pazororo. Vakatanga ne$2000. Kana vakashandisa $150 pazuva rega rega chinyorwa chipi chinomirira mari dzavaka shandisa pamazuva x?\n A)1850x B)2000 −150x C)150x D)2000 +150x'}]}]",B,1
"Imwe sherefu ine mabhuku mana pairi. Uremu hwe bhuku rega rega  nema paundi, ari pasherefu i 2.5, 3.2, 2.7, 2.3. Ndeyipi kuisainzana mukuinzana kunoratidzwa nehuremu w pabhuku rasarudza pasherefu.","['w > 2.3', 'w < 2.4', 'w > 3.2', 'w < 3.3']",D,elementary_mathematics,"[TextBlock(text='A) w > 2.3\n\nThe question asks about the weight (w) of books on a shelf, where the weights are 2.5, 3.2, 2.7, and 2.3 pounds. Looking at these weights, the smallest weight is 2.3 pounds. Therefore, any book selected from the shelf will have a weight greater than 2.3 pounds, making A) w > 2.3 the correct answer.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Imwe sherefu ine mabhuku mana pairi. Uremu hwe bhuku rega rega  nema paundi, ari pasherefu i 2.5, 3.2, 2.7, 2.3. Ndeyipi kuisainzana mukuinzana kunoratidzwa nehuremu w pabhuku rasarudza pasherefu.\n A)w > 2.3 B)w < 2.4 C)w > 3.2 D)w < 3.3'}]}]",A,0
Ndeipi nhamba yakakosha zvakazara zvepamusoro pa5 ?,"['-6', '-5', '0', '5']",A,elementary_mathematics,"[TextBlock(text='D)5', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ndeipi nhamba yakakosha zvakazara zvepamusoro pa5 ?\n A)-6 B)-5 C)0 D)5'}]}]",D,0
Tsvaka zvakamirira chinyorwa ichi  2(3(4^2 + 1)) - 2^3?,"['156', '110', '94', '48']",C,elementary_mathematics,"[TextBlock(text=""Let me solve this step by step:\n\n1) First, let's solve what's inside the innermost parentheses: 4^2 + 1\n   * 4^2 = 16\n   * 16 + 1 = 17\n\n2) Now we have: 2(3(17)) - 2^3\n\n3) Let's solve 3(17)\n   * 3 × 17 = 51\n\n4) Now we have: 2(51) - 2^3\n\n5) Let's solve 2^3\n   * 2^3 = 8\n\n6) Now we have: 2(51) - 8\n\n7) Let's solve 2(51)\n   * 2 × 51 = 102\n\n8) Finally: 102 - 8 = 94\n\nTherefore, the answer is C) 94\n\nC"", type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Tsvaka zvakamirira chinyorwa ichi  2(3(4^2 + 1)) - 2^3?\n A)156 B)110 C)94 D)48'}]}]",,0
"Gwen akanyora pateni yenhamba papepa 1, 5, 9, 13. Nhamba dzinotevera ndedzipi papeteni ya Gwen?","['15, 17', '15, 19', '17, 19', '17, 21']",D,elementary_mathematics,"[TextBlock(text=""B) 17\n\nThe pattern shows an arithmetic sequence with a common difference of 4:\n1 → 5 (add 4)\n5 → 9 (add 4)\n9 → 13 (add 4)\n13 → 17 (add 4)\n\nTherefore, the next number in Gwen's pattern would be 17."", type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Gwen akanyora pateni yenhamba papepa 1, 5, 9, 13. Nhamba dzinotevera ndedzipi papeteni ya Gwen?\n A)15 B)17 C)15 D)19'}]}]",,0
Kana gaba remapear richiita $2.37 magaba mangani aunotenga pa $9.48?,"['magaba 3', '12 magaba', '36 magaba', '13 magaba']",B,elementary_mathematics,"[TextBlock(text='D) 13 magaba', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kana gaba remapear richiita $2.37 magaba mangani aunotenga pa $9.48?\n A)magaba 3 B)12 magaba C)36 magaba D)13 magaba'}]}]",D,0
